# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 462 4480 3218 21321 7105
p 2 4236 3466 458 59094 22122
i 2 8160 0 0 173194 26239
p 2 7531 629 0 246010 32223
p 2 1507 6652 1 326845 25803
p 2 7519 641 0 292887 37107
p 2 2037 6122 1 390270 31466
p 2 1808 6350 2 431507 31603
p 2 4324 3836 0 465258 38635
p 2 3967 4193 0 479183 37978
p 2 4146 4014 0 504431 38719
p 2 3412 4748 0 504463 36972
p 2 2938 5222 0 514754 36108
p 2 2974 5186 0 526547 36148
p 2 2798 5362 0 559073 35454
p 2 2718 5442 0 583231 35179
p 2 2840 5320 0 596360 35383
p 2 2696 5464 0 617285 34737
p 2 2478 5682 0 646950 33725
p 2 2290 5870 0 684739 33125
p 2 2216 5944 0 713930 32818
p 2 2156 6004 0 746825 32564
p 2 2250 5910 0 753417 32899
p 2 2598 5562 0 727098 34418
p 2 1610 6550 0 836396 30354
p 2 2500 5660 0 691833 33355
p 2 1806 6353 1 620509 30407
p 2 1661 6499 0 577081 30005
p 2 992 7168 0 732927 27568
p 2 1959 6200 1 554778 30675
p 2 1334 6826 0 493412 28126
p 2 1130 7029 1 434710 27528
p 2 870 7288 2 401362 26049
p 2 772 7384 4 377309 26158
p 2 609 7551 0 346675 24817
p 2 575 7580 5 312326 24830
p 2 497 7661 2 286911 24025
p 2 546 7599 15 248626 24203
p 2 304 7839 17 226266 22645
p 2 302 7830 28 203664 22518
p 2 204 7937 19 183764 21396
p 2 320 7804 36 171847 21948
p 2 226 7907 27 153156 20518
p 2 169 7967 24 146491 20646
p 2 84 8041 35 133668 19509
p 2 83 8047 30 109684 18533
p 2 41 8051 68 111095 18417
p 2 33 8071 56 96317 17225
p 2 17 8039 104 91073 16553
p 2 16 8094 50 89260 16290
p 2 53 8018 89 93771 16559
p 2 67 8041 52 88369 16658
p 2 23 8134 3 131548 17630
p 2 3 8122 35 69844 16269
p 2 27 8055 78 68671 16028
p 2 22 8113 25 72543 16533
p 2 68 8062 30 80200 16079
p 2 0 8111 49 52008 15798
p 2 1 8024 135 45854 15269
p 2 12 8137 11 57097 15154
p 2 7 7964 189 45730 14781
p 2 53 8081 26 54062 15557
p 2 12 7754 394 40419 14012
p 2 67 8074 19 54615 15894
p 2 2 7754 404 39194 14514
p 2 0 8052 108 37721 14804
p 2 0 7481 679 28556 11466
p 2 0 7474 686 25851 10417
p 2 0 7166 994 23529 9498
p 2 0 7396 764 25112 9845
p 2 0 7197 963 29539 9464
i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
i 2 8160 0 0 30537 23267
i 2 8160 0 0 45633 23774
p 2 3072 4910 178 67396 23190
p 2 1592 6383 185 63611 22519
p 2 2718 5345 97 64781 24414
p 2 1576 6494 90 73290 22785
p 2 565 7493 102 70383 21370
p 2 717 7326 117 64614 20813
p 2 1132 6959 69 63812 21749
p 2 1228 6877 55 62618 22473
p 2 2739 5361 60 56767 24120
p 2 3205 4933 22 55298 25327
p 2 3313 4831 16 63650 26142
p 2 1417 6648 95 69367 23556
p 2 470 7587 103 68386 21798
p 2 788 7325 47 66358 21725
p 2 809 7281 70 65639 21752
p 2 3006 5097 57 60250 24727
p 2 3578 4509 73 56053 25621
p 2 3394 4726 40 64952 25982
p 2 1197 6865 98 73342 22869
p 2 396 7680 84 67884 21500
p 2 547 7575 38 69002 21639
p 2 589 7539 32 72602 21838
p 2 2764 5393 3 65003 24808
i 2 8160 0 0 43676 24668
i 2 8160 0 0 49542 24962
p 2 3237 4758 165 65455 24052
p 2 506 7641 13 94360 21541
p 2 638 7484 38 68558 21310
p 2 687 7407 66 69955 21507
p 2 2683 5399 78 66672 24385
p 2 3913 4185 62 62704 26209
p 2 3162 4950 48 73084 25932
p 2 1366 6704 90 76926 23547
p 2 316 7810 34 69476 21037
p 2 347 7776 37 67497 20825
p 2 483 7633 44 67644 20799
p 2 2610 5496 54 67293 24278
p 2 3847 4263 50 63084 25819
p 2 2825 5283 52 74111 25762
p 2 1172 6881 107 80907 23138
p 2 260 7826 74 69249 20836
p 2 313 7807 40 68847 20666
p 2 525 7576 59 66852 20668
p 2 2353 5727 80 67082 23993
p 2 3550 4592 18 65783 25945
p 2 2382 5718 60 73608 25024
p 2 992 7151 17 78557 23237
p 2 257 7847 56 65269 20327
p 2 242 7811 107 62622 19841
p 2 505 7581 74 62540 20120
p 2 2144 5922 94 67715 23520
p 2 3428 4668 64 69210 25790
p 2 2237 5872 51 74282 24615
p 2 942 7155 63 77384 22716
p 2 344 7654 162 65029 20107
p 2 208 7803 149 66448 19733
p 2 467 7608 85 66965 20198
p 2 1799 6344 17 96906 23473
p 2 3070 5037 53 70296 24972
p 2 2324 5768 68 79777 24925
p 2 767 7379 14 123632 22427
p 2 282 7806 72 68818 20213
p 2 150 7843 167 62082 18925
p 2 343 7762 55 64104 19288
p 2 1866 6201 93 63604 22162
p 2 3219 4864 77 65230 24894
p 2 2170 5884 106 71829 24133
p 2 710 7371 79 76463 21759
p 2 272 7789 99 62269 19696
p 2 114 7905 141 58688 18782
p 2 357 7790 13 80810 19996
p 2 1793 6355 12 102754 22639
p 2 3260 4856 44 65546 24907
p 2 2127 5945 88 74593 24067
p 2 880 7099 181 73762 21735
p 2 273 7734 153 62976 19443
p 2 156 7654 350 55459 18483
p 2 360 7636 164 60641 19119
p 2 1821 6215 124 63988 22113
p 2 3125 4916 119 63361 24641
p 2 2170 5879 111 73180 24148
p 2 898 7157 105 72042 21779
p 2 258 7646 256 58572 19134
p 2 149 7588 423 54160 18087
p 2 394 7374 392 54745 18495
p 2 1818 6285 57 67540 22268
p 2 3123 4931 106 63994 24531
p 2 2057 5988 115 72026 23940
p 2 917 7111 132 72098 21675
p 2 241 7821 98 62021 19371
p 2 153 7847 160 60096 18868
p 2 389 7630 141 60176 19118
p 2 1839 6167 154 63539 22009
p 2 3160 4888 112 62750 24480
p 2 2151 5927 82 72518 24330
p 2 905 7151 104 72027 22069
p 2 270 7804 86 64142 19690
p 2 135 7926 99 59387 18867
p 2 367 7597 196 58595 18809
p 2 1822 6204 134 63491 22046
p 2 3210 4871 79 66209 24918
p 2 2076 6008 76 73701 24158
p 2 844 7177 139 70891 21739
p 2 237 7792 131 59756 19435
p 2 134 7752 274 54864 18475
p 2 363 7607 190 57408 18809
p 2 1811 6207 142 63264 22061
p 2 3127 4920 113 64555 24600
p 2 2108 5902 150 70084 23908
p 2 817 7190 153 72243 21693
p 2 250 7740 170 60645 19349
p 2 129 7929 102 62020 19187
p 2 398 7672 90 61588 19469
p 2 1849 6216 95 63690 22177
p 2 3206 4887 67 65001 24843
p 2 2265 5782 113 73395 24506
p 2 907 7130 123 73116 21994
p 2 275 7759 126 61797 19391
p 2 149 7995 16 82204 19957
p 2 279 7875 6 98916 19907
p 2 1896 6203 61 68845 22571
i 2 8160 0 0 82761 27367
p 2 4663 3385 112 72630 25894
p 2 1895 6086 179 70715 22017
p 2 255 7692 213 58122 18476
p 2 150 7922 88 61649 18586
p 2 548 7421 191 59067 18887
p 2 1868 6075 217 63201 21893
p 2 3507 4561 92 67657 25110
p 2 2998 5084 78 72139 24741
p 2 781 7162 217 72528 21676
p 2 300 7743 117 65180 20053
p 2 166 7865 129 61758 19242
p 2 321 7659 180 60021 19370
p 2 1986 6057 117 61742 22336
p 2 3189 4861 110 61322 24575
p 2 2655 5431 74 73288 25384
p 2 1340 6752 68 83440 23667
p 2 352 7751 57 80625 21871
p 2 410 7724 26 75392 21505
p 2 1108 7023 29 82827 22647
p 2 3103 5000 57 72479 24872
i 2 8160 0 0 46773 24417
i 2 8160 0 0 74690 24237
p 2 3419 4636 105 97263 24382
p 2 769 7349 42 91209 21921
p 2 883 7249 28 88239 21398
p 2 1217 6904 39 76969 22128
p 2 3151 4961 48 75535 24508
p 2 4289 3824 47 59706 26127
p 2 3798 4287 75 89848 26023
p 2 1396 6715 49 98408 23848
p 2 523 7585 52 89611 22104
p 2 672 7457 31 82599 21748
p 2 772 7352 36 89290 22097
p 2 3092 4994 74 75868 24932
p 2 3624 4489 47 61737 25480
p 2 3579 4525 56 89063 25687
p 2 1430 6676 54 97365 23726
p 2 495 7624 41 93557 22277
p 2 661 7473 26 91796 21645
p 2 1053 7060 47 84330 21918
p 2 2725 5405 30 108867 25111
p 2 2674 5470 16 140277 25493
p 2 703 7335 122 101323 18516
p 2 1 8007 152 73013 13932
p 2 0 8138 22 82965 14749
p 2 0 8141 19 126693 14251
p 2 3 7968 189 52807 11738
p 2 1 7895 264 49126 11750
p 2 4 7988 168 53596 11631
p 2 0 7900 260 70362 11325
p 2 6 7695 459 44057 10739
p 2 2 7747 411 45552 11261
p 2 7 7910 243 48594 11401
p 2 1 7808 351 59836 10854
p 2 0 7592 568 41471 10437
p 2 0 7768 392 43600 11134
p 2 1 7893 266 47598 11285
p 2 3 7805 352 64259 10951
p 2 1 7695 464 46418 10763
p 2 6 7811 343 48018 11401
p 2 15 7932 213 51378 11495
p 2 0 7842 318 66931 11104
p 2 4 7678 478 48205 10855
p 2 5 7799 356 50308 11460
p 2 2 7930 228 53196 11491
p 2 0 7832 328 67240 11179
p 2 2 7657 501 47739 10830
p 2 4 7825 331 50507 11482
p 2 11 7933 216 52609 11579
p 2 5 7837 318 67253 11206
p 2 1 7709 450 48897 10774
p 2 3 7786 371 49537 11464
p 2 6 7926 228 52066 11464
p 2 1 7852 307 66108 11134
p 2 0 7675 485 46705 10716
p 2 0 7766 394 47827 11299
p 2 6 7920 234 50762 11471
p 2 2 7806 352 65555 11016
p 2 1 7668 491 45289 10719
p 2 3 7758 399 48694 11260
p 2 2 7910 248 50851 11355
p 2 1 7765 394 61192 10957
p 2 0 7604 556 44652 10551
p 2 2 7743 415 45907 11177
p 2 1 7904 255 48519 11231
p 2 3 7695 462 53878 10696
p 2 4 7516 640 50057 10639
p 2 0 7373 787 44857 10429
i 2 8160 0 0 261437 26193
p 2 0 6975 1185 55290 10465
p 2 0 6915 1245 73772 10203
p 2 0 6711 1449 48779 9636
p 2 0 6596 1564 66093 9592
p 2 0 8091 69 168192 12724
p 2 0 7626 534 60045 11304
p 2 0 7236 924 73634 10608
p 2 1 6746 1413 42724 9655
p 2 1 6540 1619 54835 9396
p 2 0 6264 1896 37294 8974
p 2 0 6315 1845 57588 9114
p 2 1 6213 1946 45351 9043
p 2 0 6239 1921 59286 9102
p 2 1 6719 1440 47791 9892
p 2 6 8112 42 96771 13092
p 2 101 8050 9 124790 15931
p 2 177 7973 10 135465 17073
p 2 262 7890 8 143525 18172
p 2 386 7766 8 153957 18972
p 2 472 7686 2 161801 19819
p 2 318 7833 9 142384 18734
p 2 236 7916 8 136006 18612
p 2 111 8036 13 105431 16427
p 2 85 8063 12 102694 16246
