# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 460 7481 219 30542 10031
p 2 4152 3212 796 54773 20838
i 2 8160 0 0 157280 26242
p 2 7549 611 0 243436 32355
p 2 1461 6697 2 341760 25800
p 2 7456 704 0 319682 36976
p 2 2279 5878 3 392276 32106
p 2 1847 6309 4 431623 31602
p 2 4351 3809 0 463184 38676
p 2 3881 4279 0 478585 38041
p 2 4071 4089 0 521779 38673
p 2 3616 4544 0 514980 37574
p 2 2988 5172 0 524802 35902
p 2 2963 5197 0 532409 35878
p 2 2823 5337 0 563943 35507
p 2 2905 5255 0 585796 35625
p 2 2928 5232 0 601653 35683
p 2 2738 5422 0 620755 34819
p 2 2435 5725 0 653065 33633
p 2 2416 5744 0 686479 33607
p 2 2153 6007 0 724538 32562
p 2 2211 5949 0 739209 32707
p 2 2356 5804 0 717694 33161
p 2 2615 5545 0 691135 34188
p 2 1529 6631 0 792014 30198
p 2 2406 5754 0 666601 32631
p 2 1782 6378 0 620295 30874
p 2 1622 6538 0 578012 29708
p 2 1389 6771 0 624888 29655
p 2 1351 6809 0 518806 28307
p 2 1213 6947 0 484711 28278
p 2 1102 7058 0 427937 27029
p 2 835 7323 2 409378 26555
p 2 798 7360 2 374333 25737
p 2 630 7527 3 339670 25195
p 2 531 7622 7 321176 24268
p 2 532 7626 2 286368 24366
p 2 456 7691 13 265737 23820
p 2 327 7821 12 235383 23212
p 2 277 7858 25 207751 22116
p 2 228 7914 18 179880 21817
p 2 346 7789 25 174287 21670
p 2 213 7908 39 155658 20703
p 2 177 7966 17 150137 20730
p 2 89 8037 34 134853 19741
p 2 74 8056 30 117755 18736
p 2 39 8058 63 107773 17861
p 2 24 8078 58 101530 17289
p 2 13 8070 77 97414 16805
p 2 21 8089 50 92400 16331
p 2 50 8026 84 92574 16344
p 2 60 8054 46 92295 16984
p 2 26 8133 1 132859 17494
p 2 2 8137 21 71706 16237
p 2 15 8075 70 69847 15665
p 2 28 8107 25 73017 16009
p 2 92 8040 28 76605 15892
p 2 2 8100 58 50672 15490
p 2 3 7943 214 43453 14510
p 2 34 8109 17 55731 15402
p 2 7 7844 309 42008 14435
p 2 151 7990 19 53706 16014
p 2 7 7699 454 38895 13817
p 2 70 8068 22 54159 15901
p 2 3 7495 662 35851 13877
p 2 0 7905 255 34632 13994
p 2 0 7363 797 28203 10801
p 2 0 7186 974 23105 9318
p 2 0 6897 1263 21130 8453
p 2 0 6962 1198 21420 8319
p 2 1 6903 1256 26544 8397
i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
i 2 8160 0 0 29586 23274
i 2 8160 0 0 37531 23802
p 2 3172 4659 329 56964 23225
p 2 1700 6220 240 60773 22537
p 2 2719 5342 99 62706 24501
p 2 1580 6485 95 70569 22773
p 2 472 7566 122 69443 21010
p 2 699 7371 90 63601 20835
p 2 1204 6849 107 63036 21835
p 2 1125 6974 61 63614 22119
p 2 2726 5363 71 54760 24075
p 2 3214 4922 24 54266 25162
p 2 3545 4545 70 59790 26025
p 2 1300 6750 110 67690 23257
p 2 452 7586 122 65856 21824
p 2 646 7440 74 62150 21525
p 2 683 7374 103 62538 21572
p 2 2939 5118 103 58878 24571
p 2 3881 4217 62 54336 25821
p 2 3415 4667 78 61667 25868
p 2 1436 6561 163 65146 22924
p 2 347 7658 155 64926 21102
p 2 644 7357 159 62321 21371
p 2 590 7504 66 64155 21362
p 2 2981 5117 62 61603 24752
i 2 8160 0 0 42882 24658
i 2 8160 0 0 47063 24956
p 2 3228 4757 175 63543 24134
p 2 539 7579 42 87486 21543
p 2 659 7457 44 68287 21441
p 2 675 7410 75 67412 21572
p 2 2525 5532 103 65571 24306
p 2 3864 4205 91 61607 26121
p 2 3172 4902 86 68843 25624
p 2 1357 6663 140 76815 23247
p 2 408 7623 129 65924 20922
p 2 377 7707 76 64927 20739
p 2 430 7653 77 65915 20574
p 2 2683 5366 111 65528 24222
p 2 3788 4272 100 62727 25887
p 2 2776 5312 72 74156 25636
p 2 1092 6950 118 76682 22945
p 2 284 7786 90 68476 21055
p 2 332 7781 47 66843 20671
p 2 455 7641 64 65614 20729
p 2 2289 5751 120 66573 23821
p 2 3438 4653 69 66226 25748
p 2 2596 5483 81 72551 25306
p 2 947 7159 54 79625 22917
p 2 251 7816 93 65250 20522
p 2 223 7825 112 60415 20006
p 2 482 7528 150 61568 20004
p 2 2095 5930 135 66833 23239
p 2 3532 4520 108 68183 25731
p 2 2462 5608 90 73133 25013
p 2 927 7110 123 78482 22750
p 2 345 7628 187 64820 20217
p 2 186 7842 132 65855 19833
p 2 493 7540 127 63243 20034
p 2 1826 6279 55 90178 23315
p 2 3073 4982 105 68525 24813
p 2 2207 5829 124 76987 24403
p 2 829 7286 45 117552 22443
p 2 288 7763 109 67163 19970
p 2 184 7774 202 60646 18974
p 2 407 7650 103 61653 19261
p 2 1814 6198 148 63387 22079
p 2 3190 4848 122 64254 24746
p 2 2286 5752 122 69960 24303
p 2 882 7147 131 74291 22118
p 2 227 7757 176 61400 19397
p 2 148 7807 205 56810 18685
p 2 333 7779 48 79091 19774
p 2 1806 6316 38 100226 22598
p 2 3150 4930 80 64895 24720
p 2 2269 5807 84 73069 24310
p 2 923 6993 244 69984 21535
p 2 239 7697 224 59942 19321
p 2 152 7584 424 53020 18181
p 2 373 7584 203 58426 18927
p 2 1824 6141 195 62105 21867
p 2 3181 4810 169 62781 24634
p 2 2146 5888 126 71725 24093
p 2 790 7236 134 71439 21677
p 2 263 7544 353 56226 18856
p 2 147 7522 491 52862 18026
p 2 387 7344 429 54608 18476
p 2 1868 6187 105 64718 22221
p 2 3192 4852 116 63505 24699
p 2 2219 5829 112 70159 23989
p 2 816 7198 146 72030 21643
p 2 265 7762 133 61543 19646
p 2 143 7869 148 59965 18978
p 2 390 7573 197 57606 18871
p 2 1845 6137 178 61325 21995
p 2 3150 4854 156 62131 24534
p 2 2476 5556 128 70051 24400
p 2 903 7116 141 71678 21811
p 2 247 7797 116 64030 19698
p 2 147 7896 117 57390 18888
p 2 371 7541 248 55870 18755
p 2 1866 6083 211 61228 22055
p 2 3183 4855 122 64287 24646
p 2 2251 5814 95 71849 24368
p 2 891 7107 162 71726 21778
p 2 258 7736 166 59785 19242
p 2 160 7710 290 54446 18350
p 2 411 7519 230 55294 18630
p 2 1885 6105 170 61324 22031
p 2 3181 4838 141 62429 24440
p 2 2191 5809 160 68151 24077
p 2 848 7119 193 69641 21535
p 2 237 7679 244 59405 19040
p 2 137 7920 103 59920 19237
p 2 372 7654 134 60118 19301
p 2 1827 6169 164 61657 21868
i 2 8160 0 0 78087 27356
p 2 4666 3354 140 62362 25726
p 2 1915 6058 187 65940 22029
p 2 235 7750 175 59789 18697
p 2 158 7981 21 80696 19255
p 2 445 7680 35 103456 19745
p 2 1955 6103 102 67745 22434
p 2 3510 4534 116 64435 24966
p 2 2868 5223 69 74331 24778
p 2 846 7116 198 71083 21747
p 2 246 7662 252 58721 19232
p 2 132 7926 102 62536 19030
p 2 356 7606 198 59155 18864
p 2 1869 6094 197 62703 21993
p 2 3192 4859 109 67202 24896
p 2 2260 5792 108 72602 24229
p 2 971 6950 239 72719 21636
p 2 312 7707 141 63071 19790
p 2 180 7787 193 59554 18755
p 2 317 7626 217 59551 19134
p 2 2015 5977 168 60501 22170
p 2 3304 4734 122 61588 24799
p 2 2561 5506 93 71795 25197
p 2 1161 6899 100 80581 23469
p 2 494 7592 74 75193 21913
p 2 344 7790 26 72549 21495
p 2 1180 6925 55 80370 22665
p 2 3155 4890 115 69165 24846
i 2 8160 0 0 44309 24410
i 2 8160 0 0 68843 24333
p 2 3448 4578 134 90955 24491
p 2 758 7325 77 88515 21905
p 2 917 7204 39 88103 21418
p 2 1105 7002 53 87936 22160
p 2 3092 4967 101 73570 24486
p 2 4276 3800 84 57889 26143
p 2 3686 4397 77 84692 25754
p 2 1381 6689 90 95114 23448
p 2 543 7554 63 91128 22476
p 2 678 7450 32 84199 21807
p 2 795 7308 57 81107 22130
p 2 3018 5058 84 73705 24611
p 2 3942 4147 71 58239 25475
p 2 3606 4491 63 84226 25916
p 2 1252 6803 105 92669 23669
p 2 477 7615 68 90716 22185
p 2 761 7354 45 86113 21879
p 2 839 7251 70 86634 22167
i 2 8160 0 0 142351 27418
i 2 8160 0 0 365228 32666
p 2 2035 5136 989 136842 19653
p 2 0 6841 1319 124958 11367
p 2 0 5936 2224 72996 10101
p 2 0 8129 31 265910 14946
p 2 0 7306 854 72383 12492
p 2 0 6791 1369 54095 11020
p 2 0 6469 1691 47186 10101
p 2 0 6091 2069 55914 9212
p 2 0 5505 2655 32388 8116
p 2 0 6117 2043 38819 9121
p 2 0 6143 2017 42466 9170
p 2 0 5847 2313 53104 8386
p 2 0 5148 3012 31389 7681
p 2 0 5840 2320 39939 8803
p 2 0 6001 2159 44755 9123
p 2 0 5719 2441 61998 8602
p 2 0 5212 2948 41839 8218
p 2 69 5899 2192 51265 9625
p 2 98 6065 1997 61654 10111
p 2 95 5750 2315 74970 9494
p 2 19 5505 2636 58572 8956
p 2 1 6427 1732 61050 10083
p 2 3 6156 2001 85364 9459
p 2 0 5448 2712 47972 8709
p 2 0 6344 1816 54900 9843
p 2 1 6250 1909 58619 9639
p 2 0 5971 2189 77605 9000
p 2 0 5308 2852 47085 8388
p 2 0 6198 1962 52672 9553
p 2 0 6244 1916 57950 9576
p 2 0 5984 2176 81946 9064
p 2 0 5349 2811 52334 8532
p 2 0 6216 1944 58988 9660
p 2 0 6279 1881 65789 9828
p 2 0 5988 2172 87044 9229
p 2 0 5369 2791 58015 8634
p 2 0 6160 2000 59842 9609
p 2 0 6261 1899 64954 9750
p 2 0 5963 2197 85926 9103
p 2 0 5307 2853 52958 8489
p 2 0 6159 2001 59829 9560
p 2 0 6221 1939 64352 9662
p 2 0 5993 2167 84967 9084
p 2 0 5330 2830 54330 8508
p 2 0 6038 2122 61747 9475
p 2 0 6203 1957 66879 9726
p 2 0 5913 2247 88835 9122
p 2 0 5290 2870 54504 8473
p 2 0 6071 2089 60184 9477
p 2 0 6146 2014 64953 9584
p 2 0 5928 2232 86437 9157
p 2 0 8079 81 270332 14512
p 2 0 7252 908 80931 12220
p 2 0 7005 1155 78299 11468
p 2 0 6822 1338 79247 11053
p 2 0 6592 1568 110463 10295
p 2 0 6046 2114 62660 9776
p 2 0 6433 1727 64398 10266
p 2 0 6510 1650 70146 10331
p 2 0 6266 1894 94581 9617
p 2 0 5765 2395 56686 9215
p 2 0 6286 1874 63283 9981
p 2 0 6387 1773 70034 10156
p 2 0 6158 2002 91945 9494
p 2 0 5676 2484 55601 9070
p 2 0 6262 1898 62179 9880
p 2 0 6342 1818 67771 10043
p 2 0 6083 2077 87046 9359
