# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 462 4519 3179 21486 7135
p 2 4241 3456 463 59104 22140
i 2 8160 0 0 186300 26225
p 2 7576 584 0 246874 32320
p 2 1485 6673 2 330951 25748
p 2 7571 589 0 292277 37041
p 2 2085 6070 5 389194 31563
p 2 1836 6323 1 429865 31589
p 2 4351 3809 0 463101 38615
p 2 3907 4253 0 477780 37881
p 2 4122 4038 0 514349 38658
p 2 3506 4654 0 514012 37203
p 2 2966 5194 0 513747 35877
p 2 2876 5284 0 524575 35921
p 2 2783 5377 0 556468 35435
p 2 2750 5410 0 582902 35237
p 2 2808 5351 1 597752 35454
p 2 2650 5510 0 617055 34524
p 2 2446 5714 0 644354 33808
p 2 2358 5802 0 681819 33498
p 2 2219 5941 0 713272 32847
p 2 2177 5983 0 733247 32599
p 2 2179 5981 0 733877 32678
p 2 2394 5766 0 738739 33353
p 2 1850 6310 0 779365 31310
p 2 2193 5967 0 671600 32455
p 2 1735 6424 1 632265 30245
p 2 1673 6486 1 583981 30311
p 2 1120 7040 0 694103 28108
p 2 1644 6515 1 559919 29716
p 2 1343 6817 0 490942 28193
p 2 1062 7097 1 439756 27324
p 2 886 7274 0 400820 26114
p 2 783 7369 8 375824 26281
p 2 615 7543 2 346505 24882
p 2 554 7602 4 319214 24692
p 2 532 7625 3 288191 24027
p 2 521 7627 12 258297 24132
p 2 262 7886 12 235662 22569
p 2 325 7795 40 207000 22642
p 2 216 7926 18 182045 21370
p 2 320 7805 35 165750 21866
p 2 216 7886 58 146825 20302
p 2 167 7976 17 142980 20601
p 2 82 8044 34 135812 19625
p 2 78 8038 44 110698 18318
p 2 42 8064 54 108587 18061
p 2 25 8074 61 101560 17434
p 2 19 8052 89 95399 16727
p 2 17 8094 49 93666 16546
p 2 45 8032 83 95835 16682
p 2 55 8059 46 95603 17011
p 2 23 8136 1 131674 17362
p 2 2 8136 22 71898 16034
p 2 10 8092 58 70033 15394
p 2 29 8108 23 68381 15757
p 2 105 8028 27 78564 15860
p 2 2 8107 51 52264 15585
p 2 4 7979 177 45541 14916
p 2 16 8134 10 57315 15224
p 2 5 7971 184 45019 14565
p 2 38 8094 28 53291 15214
p 2 9 7821 330 39892 14022
p 2 90 8052 18 54697 15741
p 2 3 7747 410 38523 14127
p 2 0 8004 156 38269 14598
p 2 0 7547 613 28991 11728
p 2 0 7449 711 25558 10307
p 2 0 7151 1009 23897 9404
p 2 0 7339 821 24651 9657
p 2 0 7173 987 29305 9349
i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
i 2 8160 0 0 30212 23272
i 2 8160 0 0 42874 23793
p 2 3111 4836 213 66994 23175
p 2 1653 6324 183 67734 22481
p 2 2682 5425 53 65806 24364
p 2 1546 6527 87 75845 23042
p 2 671 7397 92 69435 21508
p 2 686 7355 119 67434 20810
p 2 1274 6820 66 64206 21941
p 2 1228 6861 71 61608 22337
p 2 2634 5456 70 56910 24097
p 2 3045 5094 21 54974 25116
p 2 3359 4742 59 62724 26021
p 2 1316 6704 140 69699 23260
p 2 345 7708 107 68058 21659
p 2 766 7332 62 63358 21441
p 2 719 7380 61 66969 21653
p 2 2981 5104 75 60022 24690
p 2 3580 4515 65 55778 25553
p 2 3611 4488 61 64938 25918
p 2 1285 6797 78 72606 23059
p 2 364 7723 73 70915 21270
p 2 602 7524 34 71444 21657
p 2 780 7330 50 69655 21713
p 2 2985 5159 16 63887 24850
i 2 8160 0 0 44328 24670
i 2 8160 0 0 49140 24963
p 2 3198 4819 143 72780 24048
p 2 550 7599 11 97757 21730
p 2 625 7499 36 71907 21064
p 2 690 7428 42 67331 21435
p 2 2784 5323 53 66107 24823
p 2 3984 4122 54 61757 26243
p 2 2933 5152 75 72874 25692
p 2 1270 6797 93 77387 23170
p 2 308 7805 47 70249 21187
p 2 367 7744 49 69242 21005
p 2 457 7664 39 67536 20959
p 2 2736 5370 54 65847 24367
p 2 3720 4378 62 63849 26059
p 2 2701 5399 60 75801 25610
p 2 1151 6939 70 81596 23003
p 2 313 7792 55 68848 21030
p 2 307 7812 41 69936 20881
p 2 506 7600 54 66876 20763
p 2 2360 5691 109 67648 23847
p 2 3485 4654 21 65866 25711
p 2 2459 5641 60 73355 25368
p 2 1117 7029 14 82039 23384
p 2 256 7836 68 65717 20463
p 2 236 7832 92 62982 20056
p 2 499 7561 100 63451 20288
p 2 2069 6022 69 67730 23266
p 2 3391 4699 70 69123 25550
p 2 2397 5716 47 73287 25096
p 2 857 7219 84 80182 22624
p 2 347 7676 137 64292 20127
p 2 168 7890 102 67802 19814
p 2 514 7547 99 67239 20146
p 2 1833 6320 7 95246 23260
p 2 3106 5008 46 69614 24788
p 2 2085 5991 84 80069 24686
p 2 796 7360 4 115877 22455
p 2 304 7771 85 68146 19903
p 2 135 7874 151 62134 18963
p 2 371 7728 61 62166 19291
p 2 1836 6233 91 63991 22152
p 2 3177 4907 76 64629 24657
p 2 2282 5783 95 71963 24423
p 2 781 7303 76 74939 21937
p 2 255 7790 115 62772 19574
p 2 126 7865 169 57718 18667
p 2 382 7760 18 79991 20116
p 2 1761 6389 10 92033 22786
p 2 3188 4912 60 64710 24799
p 2 2165 5905 90 73741 24202
p 2 928 7002 230 72028 21582
p 2 249 7787 124 62532 19297
p 2 136 7628 396 54586 18181
p 2 351 7614 195 59682 18980
p 2 1906 6093 161 63591 21978
p 2 3477 4587 96 63008 24877
p 2 2871 5209 80 72313 24653
p 2 872 7179 109 72891 21854
p 2 241 7682 237 58085 19063
p 2 147 7651 362 54817 18251
p 2 347 7417 396 54427 18393
p 2 1849 6261 50 67139 22420
p 2 3248 4837 75 64209 24815
p 2 2181 5896 83 71352 24064
p 2 813 7222 125 73392 21642
p 2 262 7776 122 61719 19527
p 2 155 7877 128 59702 18987
p 2 374 7643 143 59845 18954
p 2 1871 6199 90 64358 22266
i 2 8160 0 0 79243 27350
p 2 4659 3357 144 64451 25744
p 2 1899 6125 136 68719 22152
p 2 249 7805 106 62879 18905
p 2 170 7841 149 57127 18213
p 2 527 7432 201 56787 18713
p 2 1842 6112 206 63362 21705
p 2 3516 4571 73 65598 25109
p 2 2918 5173 69 71415 24623
p 2 788 7225 147 70372 21733
p 2 248 7779 133 60966 19601
p 2 131 7754 275 57111 18629
p 2 377 7605 178 57762 18953
p 2 1877 6141 142 63161 22042
p 2 3486 4578 96 62234 24951
p 2 2793 5204 163 68622 24459
p 2 785 7188 187 71933 21623
p 2 265 7719 176 60512 19259
p 2 148 7932 80 61363 19322
p 2 366 7711 83 61994 19286
p 2 1858 6177 125 63232 22091
p 2 3207 4856 97 65708 24766
p 2 2127 5939 94 72915 24136
p 2 898 7140 122 73991 21941
p 2 243 7796 121 62036 19509
p 2 159 7989 12 83438 19885
p 2 300 7853 7 100823 19665
p 2 1894 6222 44 68480 22426
p 2 3540 4531 89 65379 25022
p 2 3003 5092 65 76817 24883
p 2 858 7178 124 73844 21694
p 2 235 7718 207 59794 19159
p 2 136 7927 97 63256 19068
p 2 396 7587 177 61012 18928
p 2 1823 6160 177 64210 21965
p 2 3163 4914 83 67456 24603
p 2 2414 5676 70 74718 24850
p 2 934 7071 155 73489 21762
p 2 318 7733 109 64083 19898
p 2 190 7828 142 60722 19072
p 2 343 7621 196 59882 19214
p 2 1971 6055 134 61869 22409
p 2 3180 4873 107 62021 24661
p 2 2730 5364 66 72950 25306
p 2 1323 6754 83 83351 23456
p 2 318 7806 36 80830 21600
p 2 451 7678 31 74627 21377
p 2 1021 7112 27 84205 22498
i 2 8160 0 0 61539 24778
i 2 8160 0 0 47243 24404
i 2 8160 0 0 74434 24238
p 2 3436 4629 95 93737 24495
p 2 770 7331 59 89454 21744
p 2 825 7294 41 89737 21461
p 2 1157 6974 29 90464 22165
p 2 3228 4888 44 75896 24913
p 2 4254 3847 59 59247 25973
p 2 3833 4251 76 90176 25863
p 2 1490 6613 57 97260 23638
p 2 515 7609 36 90133 22153
p 2 725 7418 17 83119 22007
p 2 797 7335 28 86706 21898
p 2 2969 5141 50 76116 24829
p 2 3865 4238 57 61063 25887
p 2 3837 4281 42 88205 26118
p 2 1273 6841 46 97258 23710
p 2 538 7577 45 93736 22387
p 2 746 7381 33 88473 21855
p 2 948 7161 51 90000 22003
p 2 1981 6162 17 99155 24473
i 2 8160 0 0 136889 25750
p 2 2357 5545 258 136908 21863
p 2 533 7093 534 93275 16499
p 2 527 7612 21 137806 18099
p 2 117 8014 29 163545 17475
p 2 422 7432 306 92198 16638
p 2 363 7300 497 84227 16078
p 2 387 7164 609 80306 15677
p 2 303 7159 698 79386 15408
p 2 204 7271 685 75238 15108
p 2 145 7208 807 70353 15150
p 2 107 7387 666 70907 14997
p 2 369 7029 762 76466 15444
p 2 367 6995 798 70150 15170
p 2 388 6873 899 74721 15038
p 2 277 6958 925 74669 15015
p 2 187 7048 925 71855 14758
p 2 152 7068 940 68571 14909
p 2 115 7202 843 71160 14797
p 2 391 6987 782 75870 15346
p 2 334 6987 839 77203 15121
p 2 379 6944 837 79238 15048
p 2 302 7028 830 78088 15015
p 2 114 7375 671 82581 15184
p 2 202 7250 708 75844 15190
p 2 88 7500 572 78952 15309
p 2 423 7043 694 82435 15428
p 2 358 7000 802 79128 15390
p 2 390 7061 709 81866 15350
p 2 289 7150 721 80240 15082
p 2 124 7097 939 69334 14825
p 2 199 7183 778 73083 14911
p 2 121 7225 814 76303 15009
p 2 369 7090 701 80753 15186
p 2 347 7050 763 83227 15344
p 2 425 6982 753 88115 15288
p 2 285 7093 782 86879 15091
p 2 193 7238 729 85103 15108
p 2 148 7146 866 76772 15174
p 2 107 7216 837 74552 14603
p 2 390 6883 887 81018 15331
p 2 367 7024 769 82201 15209
p 2 406 6962 792 83980 15183
p 2 290 7072 798 84251 14965
p 2 123 7187 850 82065 14972
p 2 202 7126 832 78334 14952
p 2 104 7288 768 73966 14780
p 2 394 6906 860 79006 15337
p 2 333 6927 900 81343 14905
p 2 433 6819 908 82423 15116
p 2 310 6962 888 82796 14895
p 2 169 7953 38 122487 16979
p 2 124 8014 22 158341 17594
p 2 99 7773 288 84651 15727
p 2 405 7187 568 73320 15963
p 2 333 7060 767 68122 15147
p 2 370 6873 917 67460 15174
p 2 265 6860 1035 65620 14384
p 2 186 6926 1048 72224 14505
i 2 8160 0 0 392907 27559
p 2 1 7811 348 84386 14249
p 2 0 7660 500 96157 12544
p 2 0 7594 566 62660 11729
p 2 0 7411 749 85247 11481
p 2 0 7331 829 59108 11141
p 2 0 7100 1060 78270 11005
p 2 0 7110 1050 55782 10862
p 2 0 6943 1217 73855 10690
p 2 0 7047 1113 56538 10748
p 2 0 7064 1096 88061 11102
p 2 142 7271 747 115659 13208
p 2 30 7368 762 90084 12422
