# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 466 7446 248 31346 9734
p 2 4140 2160 1860 54651 19183
i 2 8160 0 0 150986 26147
p 2 7520 640 0 232875 32163
p 2 1592 6545 23 296890 25780
p 2 7184 976 0 369419 36885
p 2 2165 5995 0 441862 31242
p 2 1891 6255 14 474328 30963
p 2 4414 3746 0 524521 38299
p 2 3870 4290 0 560698 37945
p 2 4184 3976 0 593530 38987
p 2 3522 4638 0 605445 37360
p 2 2910 5250 0 645818 35638
p 2 3232 4928 0 640466 36529
p 2 2959 5201 0 637446 35488
p 2 2641 5519 0 658797 34345
p 2 2642 5518 0 685329 34331
p 2 2403 5757 0 719953 33213
p 2 2471 5689 0 846904 34046
p 2 2331 5829 0 687080 31849
p 2 2330 5830 0 793106 33019
p 2 1927 6233 0 744133 30964
p 2 1744 6416 0 768119 30418
p 2 1876 6284 0 695962 30867
p 2 1672 6488 0 756964 30089
p 2 1532 6628 0 691286 29222
p 2 960 7199 1 706364 26281
p 2 1454 6706 0 622172 28015
p 2 1231 6929 0 669221 27488
p 2 1002 7158 0 560903 25875
p 2 800 7359 1 586262 25042
p 2 846 7314 0 479863 24755
p 2 808 7351 1 527955 25409
p 2 653 7506 1 421910 23865
p 2 422 7737 1 449249 23049
p 2 473 7685 2 367111 22662
p 2 440 7719 1 388468 23119
p 2 332 7826 2 307140 21763
p 2 212 7948 0 322187 21488
p 2 229 7928 3 237627 20667
p 2 210 7946 4 249369 21606
p 2 262 7885 13 196847 20417
p 2 144 8007 9 197315 19961
p 2 125 8018 17 143541 18293
p 2 88 8041 31 152804 18632
p 2 58 8076 26 117605 17105
p 2 28 8110 22 128045 17303
p 2 15 8118 27 95778 15751
p 2 16 8027 117 99896 15582
p 2 11 8096 53 78000 14393
p 2 22 8061 77 92570 15248
p 2 35 8098 27 83882 15016
p 2 28 8094 38 82586 14477
p 2 8 8138 14 63053 13828
p 2 105 7991 64 71075 15092
p 2 23 8082 55 62867 15058
p 2 82 8022 56 59716 14638
p 2 4 8132 24 49654 15052
p 2 0 7902 258 42675 13678
p 2 28 8130 2 58389 14737
p 2 3 8061 96 47390 13371
p 2 2 8139 19 46930 14572
p 2 5 7971 184 42744 13853
p 2 25 8134 1 55011 14946
p 2 0 7906 254 41816 13627
p 2 0 8012 148 33710 12945
p 2 0 7593 567 31070 11333
p 2 0 7619 541 27469 10508
p 2 0 7218 942 25553 9205
p 2 0 7241 919 23578 9044
p 2 3 7218 939 34991 9434
i 2 8160 0 0 22566 22565
p 2 0 23 8137 1120 1105
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
i 2 8160 0 0 36083 23277
i 2 8160 0 0 46014 23871
p 2 3043 5013 104 64033 23270
p 2 1681 6351 128 65470 22355
p 2 2630 5485 45 66576 24318
p 2 1556 6563 41 72286 22879
p 2 492 7594 74 75193 21316
p 2 701 7387 72 67588 20905
p 2 1174 6946 40 71189 22060
p 2 1081 7060 19 71402 22543
p 2 2740 5408 12 63500 24339
p 2 3170 4985 5 59932 25276
p 2 3420 4726 14 77569 26248
p 2 1342 6798 20 81514 23804
p 2 379 7753 28 76625 22044
p 2 691 7447 22 73263 22030
p 2 760 7384 16 75056 22197
p 2 2963 5189 8 66173 24688
p 2 3791 4353 16 60043 25818
p 2 3373 4749 38 75002 25736
p 2 1295 6844 21 80065 23602
p 2 353 7787 20 74698 21763
p 2 555 7581 24 73867 21888
p 2 512 7641 7 72651 21843
p 2 2952 5201 7 89411 24906
i 2 8160 0 0 50420 24696
i 2 8160 0 0 65587 24819
p 2 3179 4945 36 73257 24115
p 2 531 7605 24 67431 21129
p 2 492 7647 21 63823 20817
p 2 563 7580 17 70519 21041
p 2 2587 5567 6 70855 24404
p 2 3982 4144 34 65368 26301
p 2 3127 5000 33 78596 25784
p 2 1332 6787 41 75408 23362
p 2 258 7876 26 64083 20780
p 2 278 7863 19 69893 20697
p 2 397 7753 10 63911 20563
p 2 2659 5492 9 70407 24367
p 2 3819 4325 16 66579 25999
p 2 2898 5233 29 80089 25985
p 2 1043 7088 29 76385 23050
p 2 235 7903 22 66693 21072
p 2 275 7852 33 70053 20508
p 2 429 7720 11 65605 20484
p 2 2311 5830 19 70064 23912
p 2 3562 4585 13 66724 25684
p 2 2592 5535 33 77661 25490
p 2 1102 7053 5 83834 23429
p 2 239 7903 18 63854 20540
p 2 246 7860 54 63375 20328
p 2 434 7698 28 62419 20092
p 2 2031 6113 16 71232 23416
p 2 3270 4864 26 70594 25346
p 2 2189 5933 38 77895 24702
p 2 909 7231 20 75631 22635
p 2 319 7771 70 63504 20133
p 2 141 7964 55 65173 19856
p 2 386 7757 17 68734 20071
p 2 1845 6277 38 71788 22949
p 2 3219 4906 35 71057 24895
p 2 2479 5645 36 80938 24731
p 2 827 7298 35 75029 21988
p 2 200 7883 77 65564 19353
p 2 118 7928 114 58863 18827
p 2 350 7777 33 66752 19334
p 2 1849 6302 9 67995 22246
p 2 3299 4813 48 69329 25035
p 2 2208 5905 47 77223 24193
p 2 903 7230 27 72559 22071
p 2 232 7865 63 63654 19590
p 2 143 7956 61 56378 18923
p 2 325 7786 49 60950 19012
p 2 1793 6362 5 103172 22579
p 2 3105 5025 30 74863 24626
p 2 2096 6011 53 82478 24106
p 2 775 7346 39 69751 21671
p 2 218 7861 81 60983 19202
p 2 127 7869 164 52204 18280
p 2 325 7781 54 64886 19082
p 2 1824 6307 29 67209 21991
p 2 3171 4950 39 71048 24654
p 2 2315 5800 45 81394 24517
p 2 865 7278 17 69659 21925
p 2 227 7790 143 58008 19138
p 2 128 7907 125 52548 18380
p 2 341 7668 151 57608 18658
p 2 1831 6313 16 68880 22222
p 2 3134 4989 37 68909 24661
p 2 2042 6061 57 78216 24122
p 2 749 7371 40 70626 21781
p 2 225 7874 61 60757 19428
p 2 105 7998 57 58625 18823
p 2 372 7728 60 62360 19125
p 2 1818 6293 49 62702 21944
p 2 3135 4981 44 69372 24553
p 2 2043 6071 46 79951 24166
p 2 834 7282 44 69147 21931
p 2 204 7893 63 61503 19402
p 2 110 7985 65 55030 18578
p 2 320 7776 64 59734 18851
p 2 1804 6319 37 64468 22014
p 2 3092 5029 39 70783 24507
p 2 2418 5700 42 80841 24691
p 2 829 7274 57 70594 21792
p 2 240 7852 68 59053 19316
p 2 142 7893 125 54655 18674
p 2 345 7735 80 59096 18880
p 2 1836 6293 31 64756 22066
p 2 3157 4969 34 69307 24602
p 2 1983 6119 58 76092 23716
p 2 761 7367 32 68256 21773
p 2 257 7829 74 58611 19318
p 2 116 8006 38 59581 19061
p 2 321 7816 23 63102 19209
p 2 1846 6278 36 62183 22166
p 2 3175 4944 41 68420 24648
p 2 2207 5911 42 79014 24314
p 2 907 7204 49 69863 21950
p 2 208 7911 41 60264 19519
p 2 118 7977 65 60499 19000
p 2 286 7762 112 55406 18711
p 2 1827 6314 19 63730 22043
p 2 3118 4995 47 68730 24481
p 2 2035 6090 35 80866 24114
p 2 939 7176 45 66035 21737
p 2 168 7875 117 57049 19082
p 2 115 7978 67 59211 19012
p 2 261 7855 44 60789 19097
p 2 1906 6216 38 61863 22215
p 2 3576 4542 42 67470 25145
p 2 2892 5221 47 74077 24574
p 2 1008 7065 87 67983 21823
p 2 261 7826 73 62060 19636
p 2 190 7899 71 57809 18930
p 2 292 7819 49 58404 19256
p 2 1935 6206 19 59858 22469
p 2 3283 4834 43 62382 24966
p 2 2634 5486 40 72630 25114
p 2 1187 6965 8 76291 23325
p 2 415 7725 20 71638 21716
p 2 324 7828 8 64376 21137
p 2 1126 7022 12 73536 22318
i 2 8160 0 0 54230 24724
i 2 8160 0 0 46996 24409
i 2 8160 0 0 64374 24222
p 2 3420 4727 13 86990 24379
p 2 723 7407 30 82832 21944
p 2 763 7376 21 83239 21298
p 2 1094 7057 9 79726 21979
p 2 3146 5000 14 68110 24556
p 2 4265 3867 28 60584 26190
p 2 3865 4249 46 82100 25932
p 2 1311 6841 8 79965 23721
p 2 441 7698 21 84631 22261
p 2 635 7505 20 82310 21729
p 2 820 7335 5 78626 22022
p 2 2960 5186 14 72017 24707
p 2 4167 3961 32 60121 26119
p 2 3780 4341 39 82211 25601
p 2 1364 6772 24 93419 23689
p 2 557 7594 9 81130 22376
p 2 619 7533 8 81472 21790
p 2 861 7286 13 82649 21984
p 2 2134 6020 6 106096 25125
i 2 8160 0 0 267395 29185
p 2 1852 5855 453 208368 20331
p 2 361 6932 867 84880 13932
p 2 166 7303 691 76294 12959
p 2 323 7809 28 198761 15964
p 2 507 7384 269 86895 14848
p 2 827 6801 532 116061 16523
p 2 595 6822 743 83797 15238
p 2 243 6459 1458 51601 12176
p 2 357 6137 1666 42021 10889
p 2 492 6276 1392 62324 13260
p 2 469 6358 1333 63112 13262
p 2 780 6035 1345 73705 14033
p 2 711 6085 1364 58527 13269
p 2 899 5914 1347 89705 14423
p 2 1061 5634 1465 79732 15340
p 2 354 6054 1752 58383 13088
p 2 343 6094 1723 58620 12167
p 2 404 6502 1254 85446 12647
p 2 336 5945 1879 51624 11144
p 2 307 5439 2414 51467 10750
p 2 258 5199 2703 43894 9775
p 2 1234 6081 845 216657 18277
p 2 476 6568 1116 81837 15972
p 2 166 6757 1237 129493 13984
p 2 124 6892 1144 54403 12461
p 2 583 6904 673 189609 16615
p 2 126 7065 969 62772 12874
p 2 700 6794 666 203223 16906
p 2 181 7102 877 72998 13859
p 2 892 6843 425 225236 18913
p 2 454 6879 827 80994 15290
p 2 340 7316 504 192111 17394
p 2 551 6684 925 78611 14443
p 2 530 6998 632 170325 17204
p 2 376 6790 994 77874 14025
p 2 569 6966 625 195993 17570
p 2 273 6875 1012 68505 13093
p 2 652 6549 959 150929 15982
p 2 467 6649 1044 71753 14315
p 2 282 6910 968 126291 14466
p 2 202 6738 1220 63898 12293
p 2 573 7008 579 159004 15472
p 2 891 6665 604 108639 16747
p 2 926 6864 370 176234 18830
p 2 427 7060 673 92045 15729
i 2 8160 0 0 351430 28926
p 2 661 7004 495 103566 14954
p 2 1192 6302 666 86136 15691
p 2 1160 6416 584 93826 16218
p 2 845 6305 1010 59719 14703
p 2 494 6606 1060 46780 13234
p 2 1004 6056 1100 72031 14161
p 2 1373 6090 697 83318 15988
p 2 1509 5821 830 101740 16072
p 2 1377 6122 661 85551 16703
p 2 1365 6117 678 109062 16543
p 2 1100 6417 643 110809 15860
p 2 908 6499 753 112555 15164
p 2 872 6635 653 110276 15566
p 2 917 6442 801 103872 15047
p 2 726 6719 715 102053 14510
p 2 777 6487 896 99096 14168
p 2 901 6565 694 96275 14754
p 2 775 6621 764 102395 14967
p 2 797 6640 723 67986 14067
p 2 1010 6257 893 96386 14928
p 2 688 6759 713 88706 14720
p 2 941 6468 751 104614 14823
p 2 1314 6295 551 128088 16902
p 2 1372 5892 896 72466 16090
