# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

i 2 8160 0 0 22554 22554
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 463 7294 403 28062 9728
p 2 4135 2381 1644 57466 19906
i 2 8160 0 0 150978 26114
p 2 7551 609 0 236733 32244
p 2 1619 6515 26 290512 25707
p 2 7381 779 0 366641 37177
p 2 2145 6015 0 443804 31319
p 2 1868 6273 19 479094 30972
p 2 4522 3638 0 526355 38805
p 2 3995 4165 0 560012 37994
p 2 4246 3914 0 602114 39046
p 2 3670 4490 0 610769 37614
p 2 2999 5161 0 644271 35863
p 2 3226 4934 0 622540 36330
p 2 2801 5359 0 632920 34973
p 2 2638 5522 0 662263 34389
p 2 2720 5440 0 688611 34535
p 2 2506 5654 0 725024 33604
p 2 2553 5607 0 834295 34397
p 2 2286 5874 0 686939 31815
p 2 2175 5985 0 784791 32321
p 2 1896 6264 0 716189 30699
p 2 1677 6483 0 754413 30028
p 2 1748 6412 0 690109 30265
p 2 1602 6558 0 749007 29774
p 2 1544 6615 1 683730 29141
p 2 971 7187 2 694710 26101
p 2 1345 6815 0 589955 27059
p 2 1292 6868 0 656022 27652
p 2 988 7170 2 557900 25719
p 2 687 7473 0 569988 24002
p 2 833 7327 0 457428 24114
p 2 831 7328 1 521691 25279
p 2 640 7520 0 432248 23655
p 2 376 7784 0 438111 22337
p 2 478 7679 3 359561 22150
p 2 453 7703 4 393846 23095
p 2 363 7792 5 318060 22025
p 2 191 7968 1 331460 21373
p 2 262 7892 6 246547 20703
p 2 202 7955 3 260980 21544
p 2 255 7898 7 207453 20602
p 2 147 8012 1 209741 20065
p 2 140 8011 9 148498 18584
p 2 89 8060 11 160656 19058
p 2 51 8091 18 120758 17169
p 2 19 8128 13 131789 17405
p 2 12 8126 22 95375 15893
p 2 8 8069 83 101701 15541
p 2 11 8104 45 79472 14484
p 2 21 8072 67 94728 15224
p 2 22 8122 16 84214 14856
p 2 15 8112 33 81825 14161
p 2 10 8142 8 66520 14159
p 2 119 7998 43 71134 15228
p 2 29 8062 69 64826 15208
p 2 51 8039 70 60263 14443
p 2 3 8134 23 48872 15000
p 2 1 7870 289 42801 13721
p 2 30 8130 0 58224 14952
p 2 0 8055 105 47660 13920
p 2 5 8136 19 47224 14726
p 2 2 7892 266 41850 14022
p 2 8 8152 0 54645 15153
p 2 0 7976 184 42347 14225
p 2 0 8058 102 35214 13532
p 2 0 7663 497 32587 11956
p 2 0 7648 512 27585 10775
p 2 0 7250 910 25574 9432
p 2 0 7238 922 23379 9147
p 2 0 7214 946 34976 9509
i 2 8160 0 0 22559 22559
p 2 0 13 8147 1104 1096
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
p 2 0 0 8160 1082 1082
i 2 8160 0 0 38614 23269
i 2 8160 0 0 49691 23870
p 2 3069 4964 127 60641 23185
p 2 1582 6441 137 65476 22427
p 2 2596 5533 31 68852 24361
p 2 1601 6506 53 77245 22858
p 2 484 7607 69 77710 21451
p 2 702 7409 49 73241 21160
p 2 1006 7131 23 74659 22088
p 2 1152 6989 19 73586 22353
p 2 2603 5546 11 67311 24040
p 2 2965 5187 8 61476 25090
p 2 3515 4643 2 81710 26084
p 2 1449 6667 44 83275 23868
p 2 370 7766 24 78712 22181
p 2 688 7454 18 75259 21859
p 2 626 7523 11 75922 21712
p 2 2980 5161 19 69486 24823
p 2 3777 4349 34 60691 25613
p 2 3545 4577 38 80894 25866
p 2 1285 6843 32 81158 23405
p 2 355 7787 18 75626 21662
p 2 604 7530 26 74406 21483
p 2 710 7420 30 73291 21308
p 2 2996 5153 11 87285 24808
i 2 8160 0 0 51317 24585
i 2 8160 0 0 64645 24780
p 2 3200 4923 37 75257 24273
p 2 561 7571 28 68326 21080
p 2 510 7628 22 65914 20787
p 2 574 7573 13 70001 21136
p 2 2633 5516 11 72410 24375
p 2 3948 4154 58 66363 25998
p 2 2894 5231 35 83813 25634
p 2 1348 6788 24 79106 23547
p 2 239 7912 9 66532 20761
p 2 258 7887 15 72933 20697
p 2 339 7807 14 68387 20737
p 2 2571 5564 25 71187 24265
p 2 3719 4397 44 68051 25949
p 2 2653 5468 39 81153 25368
p 2 1082 7055 23 80528 23151
p 2 245 7891 24 66977 20881
p 2 241 7911 8 72470 20578
p 2 444 7702 14 67298 20760
p 2 2278 5865 17 72939 23862
p 2 3525 4595 40 68631 25880
p 2 2594 5526 40 76603 25256
p 2 1060 7075 25 83932 23240
p 2 251 7875 34 63448 20441
p 2 204 7918 38 61301 19925
p 2 487 7649 24 63015 20170
p 2 2025 6104 31 73048 23087
p 2 3360 4750 50 71095 25282
p 2 2405 5711 44 79564 24792
p 2 823 7312 25 77477 22776
p 2 299 7788 73 65567 20201
p 2 172 7948 40 65534 19728
p 2 490 7636 34 68966 19964
p 2 1845 6287 28 73766 22740
p 2 3162 4925 73 72465 24634
p 2 2217 5893 50 84743 24577
p 2 864 7240 56 75349 22038
p 2 236 7862 62 66820 19441
p 2 127 7931 102 60128 18852
p 2 370 7762 28 69120 19218
p 2 1827 6314 19 70065 22179
p 2 3156 4955 49 71973 24673
p 2 2171 5938 51 80604 24274
p 2 746 7382 32 74514 21882
p 2 216 7891 53 65194 19539
p 2 102 7993 65 56984 18657
p 2 347 7750 63 63386 18981
p 2 1811 6327 22 108693 22481
p 2 3219 4872 69 74149 24727
p 2 1963 6145 52 81483 23932
p 2 840 7249 71 71107 21699
p 2 199 7893 68 61999 19265
p 2 126 7865 169 54064 18234
p 2 315 7791 54 65830 19116
p 2 1766 6362 32 69294 21922
p 2 3322 4779 59 71317 24742
p 2 2300 5803 57 82574 24212
p 2 855 7278 27 71109 21892
p 2 225 7812 123 59474 19008
p 2 99 7925 136 55365 18412
p 2 333 7716 111 62314 18652
p 2 1798 6335 27 75130 22281
p 2 3115 4970 75 72370 24542
p 2 2538 5572 50 80472 24441
p 2 817 7288 55 72669 21714
p 2 206 7883 71 65601 19676
p 2 130 7970 60 62305 19029
p 2 358 7750 52 65361 19155
p 2 1892 6221 47 67219 22080
p 2 3435 4680 45 70430 24930
p 2 2975 5116 69 76314 24613
p 2 703 7425 32 71663 21797
p 2 221 7865 74 65312 19492
p 2 99 8012 49 57157 18691
p 2 323 7792 45 63964 18884
p 2 1753 6369 38 71980 22070
p 2 3068 5048 44 71261 24566
p 2 2091 6023 46 81065 24110
p 2 914 7184 62 72818 21915
p 2 246 7825 89 60834 19282
p 2 104 7939 117 55768 18603
p 2 345 7762 53 63292 18929
p 2 1837 6284 39 67474 22067
p 2 3215 4906 39 69203 24535
p 2 2082 6017 61 81531 23885
p 2 750 7366 44 70103 21578
p 2 218 7849 93 62201 19296
p 2 125 8005 30 60840 19132
p 2 366 7771 23 66692 19231
p 2 1831 6304 25 66044 21916
p 2 3091 5008 61 69590 24480
p 2 1966 6150 44 82769 24286
p 2 870 7246 44 73942 21958
p 2 234 7861 65 64056 19567
p 2 138 7971 51 62828 19056
p 2 315 7750 95 60187 18706
p 2 1877 6235 48 67331 22044
p 2 3066 5044 50 70626 24254
p 2 2105 6003 52 82146 24241
p 2 774 7327 59 69822 21671
p 2 240 7795 125 61242 19208
p 2 138 7986 36 62551 19103
p 2 296 7815 49 64924 19210
p 2 1812 6327 21 64706 21941
p 2 3146 4959 55 70523 24607
p 2 2392 5724 44 78740 24521
p 2 788 7297 75 70380 21643
p 2 259 7840 61 62490 19668
p 2 164 7937 59 57209 18966
p 2 308 7804 48 60722 19115
p 2 1965 6153 42 59334 22322
p 2 3220 4888 52 64078 24610
p 2 2254 5861 45 74045 24537
p 2 1267 6881 12 80625 23629
p 2 371 7768 21 70644 21643
p 2 365 7783 12 64965 21095
p 2 952 7196 12 79834 22303
i 2 8160 0 0 55640 24687
i 2 8160 0 0 47197 24329
i 2 8160 0 0 70654 24156
p 2 3449 4684 27 87575 24511
p 2 666 7454 40 81600 21498
p 2 859 7280 21 83811 21245
p 2 1062 7089 9 81189 22040
p 2 2984 5171 5 72136 24298
p 2 4211 3910 39 62601 26061
p 2 3857 4265 38 87497 25647
p 2 1405 6731 24 87312 23781
p 2 422 7723 15 83897 22164
p 2 657 7492 11 84348 21843
p 2 824 7333 3 79208 21966
p 2 3045 5092 23 73343 24620
p 2 3902 4224 34 63774 25749
p 2 3672 4449 39 87551 25347
p 2 1305 6841 14 96491 23754
p 2 539 7603 18 82152 22115
p 2 657 7487 16 80751 21702
p 2 775 7368 17 79426 22012
i 2 8160 0 0 102646 24674
p 2 4971 3188 1 131042 25658
p 2 1740 6420 0 275387 18869
p 2 0 8038 122 98353 13522
p 2 0 8132 28 128545 12933
p 2 0 8160 0 266099 14102
p 2 0 8024 136 79793 12351
p 2 0 8138 22 100824 12846
p 2 0 8122 38 86464 12928
p 2 0 8134 26 132046 12579
p 2 0 8035 125 60586 11742
p 2 0 8119 41 84338 12662
p 2 0 8124 36 71846 12611
p 2 0 8141 19 104999 12447
p 2 0 8077 83 54580 11870
p 2 0 8108 52 78488 12505
p 2 0 8110 50 67340 12468
p 2 0 8118 42 97394 12338
p 2 0 8030 130 50856 11711
p 2 0 8100 60 72175 12472
p 2 0 8103 57 65842 12602
p 2 0 8092 68 94341 12318
p 2 71 7983 106 56934 12354
p 2 89 7990 81 85093 13013
p 2 113 7942 105 73680 13058
p 2 27 8036 97 116095 12684
p 2 1 7965 194 55768 11873
p 2 1 8048 111 77765 12415
p 2 1 8012 147 64438 12332
p 2 0 8053 107 95696 12113
p 2 0 7983 177 55152 11881
p 2 0 8028 132 75745 12205
p 2 0 7981 179 61313 12058
p 2 0 8039 121 89506 11744
p 2 0 7930 230 53399 11631
p 2 0 7973 187 66196 12022
p 2 0 7933 227 59992 11796
p 2 0 7971 189 88436 11608
p 2 0 7896 264 54381 11702
p 2 0 7970 190 73499 11841
p 2 0 7852 308 66802 11703
p 2 0 7909 251 95207 11433
p 2 0 7803 357 56619 11598
p 2 0 7880 280 73583 11894
p 2 0 7807 353 65046 11738
p 2 0 7851 309 102351 11604
p 2 0 7776 384 54925 11477
p 2 0 7898 262 78034 12027
p 2 0 7859 301 63871 11856
p 2 0 7954 206 95982 11742
p 2 0 7828 332 56665 11512
p 2 0 7901 259 76829 11912
p 2 0 7792 368 63541 11758
p 2 0 7844 316 92347 11577
p 2 0 7790 370 55206 11542
p 2 0 7872 288 78010 11859
p 2 0 7800 360 61644 11667
p 2 0 7888 272 97121 11579
p 2 0 7826 334 52834 11574
p 2 0 7903 257 70822 11920
p 2 0 7793 367 61434 11683
p 2 0 7794 366 92796 11520
p 2 0 7767 393 52186 11519
p 2 0 7882 278 72526 11859
p 2 0 7726 434 56487 11567
p 2 0 7817 343 88712 11486
p 2 0 7723 437 51873 11527
p 2 0 7857 303 72505 11801
p 2 0 7758 402 57978 11604
p 2 0 7809 351 91311 11476
p 2 0 7768 392 54743 11606
p 2 0 7774 386 74697 11629
p 2 0 7658 502 57754 11449
p 2 0 7775 385 94991 11556
